family,setting,mode,controller,seed,episodes,obs_noise,action_noise,delay,dropout,outlier_prob,excitation_scale,dither,forgetting,window,event_scale,scale_floor,fallback_cond,success,success_stderr,final_error,tail_error,path_efficiency,total_command,calibration_error,condition,excitation,overshoot_rate,event_count,peak_event_error,recovery_steps,initial_to_final_drift
F,event1.0,late_bump,calibration_state,291000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.001967354461240395,0.02002451490218706,0.2546754518605346,3.1780108565170586,0.4420623236140219,1.4696009198102336,5.2382154400802474e-05,0.004687500000000001,1.0,0.001498685162550795,0.0,0.7917288469064515
F,event1.0,late_bump,calibration_state,292000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,0.875,0.11692679333668567,0.01006212478119427,0.1167650961024909,0.21028245015396552,3.733909237792325,0.6606009667401935,1.4298904330791926,6.936106821352058e-05,0.0015625,1.0,0.18489132868232425,2.875,0.8587424452351682
F,event1.0,late_bump,oracle,290000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.001219671326548763,0.005998477995585316,0.24379324418366063,3.059726637045705,0.0,1.363903364767561,2.474211767036482e-06,0.0,1.0,0.0018832873430175189,0.0,1.177421753229094
F,event1.0,late_bump,oracle,291000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.0016804640615355412,0.026393095743146758,0.2590760845055886,3.1293342559123243,0.0,1.3332419633131258,1.254427545113904e-06,0.0,1.0,0.0014566385403720836,0.0,0.7917288469064515
F,event1.0,late_bump,oracle,292000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.0,0.45,,1.0,0.0,0.0016138300227193834,0.09222474994824664,0.21427128071904794,3.6859261193820916,0.0,1.4082471080023427,1.5145453114866017e-05,0.0,1.0,0.18531848787984104,2.875,0.8587424452351682
F,event1.45,late_bump,frozen_start_calibration,290000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.45,0.45,,0.125,0.11692679333668567,0.22787632244792888,0.30418163743757326,0.21515822358096806,3.59298085923954,1.3740486772354394,1.209316857512808,0.00012327755453568878,0.0,1.0,0.001893791858586459,0.0,1.374694989554457
F,event1.45,late_bump,frozen_start_calibration,291000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.45,0.45,,0.625,0.1711632992203644,0.03557953419241747,0.1143625143422797,0.23159318058632647,3.4744180570488163,1.0637795903697904,1.1009321026380103,0.00011870412529576697,0.0,1.0,0.001473088976216696,0.0,1.065607852805079
F,event1.45,late_bump,frozen_start_calibration,292000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.45,0.45,,0.875,0.11692679333668567,0.20357262338664692,0.3108638824145869,0.19579832206350944,3.8832703286157937,1.1165553015738352,1.1180631012357718,7.502120762500145e-05,0.0,1.0,0.1847149602643114,2.875,1.118459771534825
F,event1.45,late_bump,windowed_sysid,290000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.45,0.45,,1.0,0.0,0.01911243377349876,0.00947654716154334,0.19942714140180218,3.7318866714786365,0.34873654835559686,3.4169442572186384,0.0002357539366739335,0.04375,1.0,0.004069467477440841,0.0,1.374694989554457
F,event1.45,late_bump,windowed_sysid,291000,8,0.0012,0.0,0,0.0,0.0,1.0,0.0,0.925,14,1.45,0.45,,1.0,0.0,0.01048134843576196,0.01494873928761327,0.21937169719657323,3.6770753393554685,0.41588960500665584,2.8610803464760153,0.00011416813295916575,0.010937500000000001,1.0,0.015268387393403467,0.0,1.065607852805079
